============================== SRIM-2013.00 ==============================
==============================================================================
===== TRIMOUT.txt: File of Transmitted / Backscattered / Sputtered Atoms =====
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  H(20 MeV) ==> Layer 1( 1.92 mm) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T  223  1 .4952655E+07   1922000E+01  .2427E+06 -.2188E+06   .9983481  .0358616 -.0448892
T  224  1 .4803521E+07   1922000E+01  .4594E+06  .9907E+05   .9970383  .0768051  .0039589
T  225  1 .5051764E+07   1922000E+01  .2826E+06  .8061E+05   .9997156  .0221339  .0088724
T  226  1 .4757231E+07   1922000E+01  .1624E+06 -.5295E+06   .9961743  .0086982 -.0869544
T  227  1 .5559309E+07   1922000E+01 -.3911E+06  .2059E+06   .9991733 -.0388080 -.0121113
T  228  1 .5253563E+07   1922000E+01  .8884E+06 -.2693E+06   .9933407  .1011762 -.0551138
T  229  1 .4978086E+07   1922000E+01 -.3540E+06  .2341E+06   .9986044 -.0283907  .0445342
T  230  1 .5497120E+07   1922000E+01 -.2766E+06 -.3033E+05   .9992600 -.0361687  .0130864
T  231  1 .5354653E+07   1922000E+01 -.8312E+05  .2470E+06   .9998622 -.0129707  .0103626
T  232  1 .5772512E+07   1922000E+01 -.1377E+06  .2300E+06   .9992491 -.0384725  .0045843
T  233  1 .5293003E+07   1922000E+01  .1666E+06 -.2025E+06   .9990953 -.0035553 -.0423780
T  234  1 .4431999E+07   1922000E+01 -.1616E+06  .2728E+05   .9998508  .0000267  .0172743
T  235  1 .5387537E+07   1922000E+01 -.8770E+05 -.3372E+06   .9989393 -.0322555 -.0328619
T  236  1 .5310619E+07   1922000E+01  .2379E+05 -.2763E+06   .9905194  .1043988 -.0892876
T  237  1 .3963341E+07   1922000E+01  .5002E+06 -.4226E+06   .9966236  .0548394 -.0611065
T  238  1 .3838090E+07   1922000E+01  .4947E+06 -.4853E+06   .9983370  .0459035 -.0348726
T  239  1 .5190981E+07   1922000E+01 -.9373E+05 -.1706E+06   .9994513  .0237466 -.0230910
T  240  1 .4141788E+07   1922000E+01  .3370E+05 -.4964E+06   .9961149 -.0341466 -.0811731
T  241  1 .4798585E+07   1922000E+01  .3740E+06  .2914E+05   .9985919  .0529441  .0033409
T  242  1 .5367488E+07   1922000E+01  .3693E+06 -.3126E+06   .9994306  .0224771 -.0251648
T  243  1 .5362094E+07   1922000E+01 -.5730E+05  .6760E+04   .9995398  .0226660 -.0201590
T  244  1 .5257156E+07   1922000E+01  .3517E+06 -.1001E+07   .9919060  .0231041 -.1248544
T  245  1 .5204052E+07   1922000E+01  .8085E+05 -.2576E+06   .9989283 -.0264854 -.0379570
T  246  1 .5547733E+07   1922000E+01 -.6719E+05 -.3484E+06   .9973636 -.0595710 -.0414387
T  247  1 .5512534E+07   1922000E+01 -.3530E+06  .2717E+06   .9998522 -.0114929 -.0127892
T  248  1 .5309404E+07   1922000E+01 -.6481E+06  .3679E+04   .9953069 -.0898451  .0359442
T  249  1 .4528411E+07   1922000E+01 -.4780E+06 -.4234E+06   .9969752 -.0478754 -.0612246
T  250  1 .4691226E+07   1922000E+01 -.6217E+06  .4637E+06   .9952251 -.0537121  .0814982
T  251  1 .4833914E+07   1922000E+01  .6120E+05  .1379E+06   .9998661 -.0017275 -.0162717
T  252  1 .5006052E+07   1922000E+01  .3107E+06  .1008E+07   .9964469  .0064691  .0839747
T  253  1 .5513356E+07   1922000E+01  .1117E+06  .2624E+06   .9998132  .0127992  .0144802
T  254  1 .3498465E+07   1922000E+01  .1577E+06 -.4439E+05   .9973214  .0720808  .0124280
T  255  1 .5134117E+07   1922000E+01 -.4072E+06  .3312E+06   .9997670 -.0199029  .0083585
T  256  1 .5002691E+07   1922000E+01  .2279E+05 -.1564E+06   .9996312 -.0014929 -.0271165
T  257  1 .5025982E+07   1922000E+01  .7262E+05  .3360E+06   .9988396  .0208248  .0434249
T  258  1 .4928451E+07   1922000E+01 -.2722E+06 -.1237E+06   .9984219 -.0561103  .0023124
T  259  1 .5069622E+07   1922000E+01  .1176E+06  .2067E+06   .9990657  .0091811 -.0422298
T  260  1 .5362025E+07   1922000E+01  .8145E+06 -.3301E+06   .9973278  .0671852 -.0286935
T  261  1 .5464785E+07   1922000E+01 -.1191E+04  .3919E+05   .9996841  .0244863  .0056695
T  262  1 .4737403E+07   1922000E+01 -.5395E+06  .1008E+06   .9927871 -.1197118  .0065517
T  263  1 .5241279E+07   1922000E+01 -.2456E+06 -.1280E+06   .9997728 -.0189517 -.0097563
T  264  1 .4514096E+07   1922000E+01 -.1862E+06 -.3522E+05   .9999003 -.0125557  .0064554
T  265  1 .5430520E+07   1922000E+01 -.1947E+06  .1432E+06   .9996352  .0160415  .0217267
T  266  1 .5315878E+07   1922000E+01 -.6074E+05 -.1858E+05   .9978718 -.0575772  .0306048
T  267  1 .5225689E+07   1922000E+01  .4760E+06 -.2274E+06   .9985704  .0533120  .0038627
T  268  1 .5037970E+07   1922000E+01  .6757E+05  .3624E+06   .9979848  .0414261  .0480640
T  269  1 .4282443E+07   1922000E+01  .7529E+05 -.3929E+05   .9986581 -.0176478 -.0486884
T  270  1 .5500562E+07   1922000E+01 -.3218E+06  .1069E+06   .9998224  .0179143 -.0058473
T  271  1 .4675780E+07   1922000E+01  .7466E+05 -.4643E+06   .9990583 -.0042133 -.0431838
T  272  1 .4780117E+07   1922000E+01  .3781E+06 -.3046E+05   .9943041  .0999529 -.0369966
T  273  1 .5566797E+07   1922000E+01  .3921E+06 -.3792E+06   .9980469  .0556044 -.0284690
T  274  1 .4727108E+07   1922000E+01  .4439E+06 -.3823E+06   .9988055  .0447723  .0195726
T  275  1 .5477171E+07   1922000E+01 -.5575E+06 -.2164E+06   .9996050 -.0279587 -.0028593
T  276  1 .4916256E+07   1922000E+01 -.3986E+06 -.2238E+06   .9982804 -.0585479 -.0028835
T  277  1 .5307161E+07   1922000E+01 -.4969E+05  .1934E+06   .9999979 -.0020107 -.0004650
T  278  1 .4928443E+07   1922000E+01  .8882E+05  .5031E+05   .9998951  .0144859  .0000344
T  279  1 .5451365E+07   1922000E+01  .1369E+05 -.3075E+06   .9989470  .0079964 -.0451760
T  280  1 .5434751E+07   1922000E+01 -.5923E+06  .3256E+05   .9990667 -.0413761 -.0123968
T  281  1 .5457401E+07   1922000E+01  .6214E+05 -.4925E+06   .9995145  .0142327 -.0277148
T  282  1 .5068869E+07   1922000E+01  .9664E+05 -.1836E+06   .9991827  .0371027  .0160396
T  283  1 .4807457E+07   1922000E+01 -.7083E+05 -.3564E+06   .9960586 -.0279183 -.0841897
T  284  1 .5296444E+07   1922000E+01 -.4635E+06  .2041E+06   .9994158 -.0340113  .0033522
T  285  1 .5033319E+07   1922000E+01 -.4811E+06 -.2991E+06   .9995811 -.0289273  .0009482
T  286  1 .5468805E+07   1922000E+01  .4214E+05  .8622E+05   .9990211  .0359302  .0258061
T  287  1 .4716172E+07   1922000E+01  .1558E+06  .1532E+06   .9961606  .0867883 -.0114830
T  288  1 .4423218E+07   1922000E+01 -.9212E+06 -.7370E+06   .9914171 -.0790912 -.1040999
T  289  1 .4430832E+07   1922000E+01  .1008E+04 -.6026E+06   .9980232 -.0090651 -.0621888
T  290  1 .5232980E+07   1922000E+01 -.4079E+06  .7004E+06   .9966894 -.0684911  .0438081
T  291  1 .4669714E+07   1922000E+01 -.4947E+06 -.7358E+06   .9971524 -.0530855 -.0535634
T  292  1 .4952323E+07   1922000E+01  .3071E+06  .5545E+05   .9995021  .0234697 -.0210861
T  293  1 .5589824E+07   1922000E+01 -.1085E+06 -.1899E+06   .9996876 -.0011389 -.0249698
T  294  1 .5282997E+07   1922000E+01 -.2466E+05  .2656E+05   .9996718 -.0254783 -.0026664
T  295  1 .5509356E+07   1922000E+01 -.1649E+06 -.3992E+06   .9997285 -.0155142 -.0173843
T  296  1 .5459730E+07   1922000E+01  .3381E+06  .3233E+06   .9783619  .2039607  .0347561
T  297  1 .5148830E+07   1922000E+01 -.4160E+06  .1933E+06   .9996222 -.0263412  .0078465
T  298  1 .4852767E+07   1922000E+01 -.5089E+06  .6340E+06   .9979999 -.0156838  .0612383
T  299  1 .5456370E+07   1922000E+01  .1684E+06 -.1149E+06   .9996447 -.0260654  .0055665
T  300  1 .5308068E+07   1922000E+01 -.7339E+06 -.2457E+06   .9933877 -.0899395 -.0713563
T  301  1 .4534218E+07   1922000E+01 -.3145E+06  .1132E+06   .9995985 -.0255855  .0121739
T  302  1 .4780521E+07   1922000E+01 -.2244E+06  .1363E+06   .9993880 -.0008231  .0349697
T  303  1 .4922270E+07   1922000E+01 -.6273E+06  .5290E+06   .9847928 -.1156605  .1296373
T  304  1 .4568248E+07   1922000E+01  .1929E+06 -.7927E+06   .9949466 -.0044747 -.1003053
T  305  1 .4918696E+07   1922000E+01  .5922E+05  .1986E+06   .9989611 -.0425811 -.0162329
T  306  1 .5180116E+07   1922000E+01  .5246E+06 -.5727E+06   .9996361  .0239994 -.0123194
T  307  1 .6124330E+07   1922000E+01 -.1797E+06 -.4287E+06   .9990062  .0024364 -.0445054
T  308  1 .5541929E+07   1922000E+01 -.3190E+06 -.2616E+06   .9988465  .0425176  .0223143
T  309  1 .4993282E+07   1922000E+01 -.8551E+05  .2715E+06   .9993434 -.0290287 -.0216832
T  310  1 .4522090E+07   1922000E+01 -.2293E+06 -.7119E+04   .9968800 -.0735894  .0285446
T  311  1 .5054210E+07   1922000E+01 -.1536E+05  .5452E+05   .9994715 -.0013098  .0324799
T  312  1 .5971353E+07   1922000E+01  .7937E+05 -.3758E+06   .9892445  .1060674 -.1007224
T  313  1 .4727063E+07   1922000E+01  .3256E+06 -.1270E+06   .9990593  .0201633 -.0383910
T  314  1 .4871306E+07   1922000E+01 -.1948E+05 -.1167E+07   .9934938 -.0080939 -.1135979
T  315  1 .5192297E+07   1922000E+01 -.6487E+06 -.4883E+06   .9833963 -.1786300 -.0319843
T  316  1 .5209222E+07   1922000E+01 -.4368E+06  .2833E+06   .9991481 -.0409492  .0051244
T  317  1 .5326178E+07   1922000E+01 -.4816E+06  .1645E+05   .9976225 -.0669202  .0164640
T  318  1 .5266364E+07   1922000E+01  .9947E+05 -.2544E+06   .9996800 -.0233371 -.0097655
T  319  1 .5487203E+07   1922000E+01  .1045E+06 -.1735E+06   .9976341  .0412789 -.0549751
T  320  1 .5234100E+07   1922000E+01 -.2468E+06  .7462E+05   .9997948  .0066834  .0191212
T  321  1 .5412858E+07   1922000E+01  .8017E+05 -.1537E+06   .9991385  .0379446  .0168046
T  322  1 .5276960E+07   1922000E+01  .1495E+06 -.4793E+05   .9999004  .0113600 -.0083805
T  323  1 .5585529E+07   1922000E+01  .1567E+06 -.6178E+06   .9990374  .0286005 -.0332615
T  324  1 .5345644E+07   1922000E+01 -.1599E+06  .2378E+06   .9997845 -.0173904  .0113387
T  325  1 .5251117E+07   1922000E+01  .1243E+07 -.7080E+06   .9641013  .1938728 -.1814444
T  326  1 .5076218E+07   1922000E+01  .2051E+06 -.6294E+05   .9994396  .0316438  .0109129
T  327  1 .4700870E+07   1922000E+01  .8589E+05 -.3164E+06   .9996563  .0193460 -.0176908
T  328  1 .5130692E+07   1922000E+01 -.1733E+06  .6712E+06   .9983944 -.0077714  .0561094
T  329  1 .5685853E+07   1922000E+01  .2751E+05  .2303E+06   .9984986  .0445063  .0319343
T  330  1 .4916345E+07   1922000E+01 -.2654E+06 -.5250E+06   .9969197 -.0309857 -.0720482
T  331  1 .5528261E+07   1922000E+01  .2336E+06  .2495E+06   .9983726  .0279439  .0497119
T  332  1 .5244807E+07   1922000E+01  .2495E+06  .5082E+06   .9982245  .0447351  .0393279
T  333  1 .5221922E+07   1922000E+01  .5184E+06  .2096E+06   .9982883  .0579617 -.0077994
T  334  1 .4392582E+07   1922000E+01 -.2383E+06 -.3042E+06   .9976457 -.0298312 -.0617513
T  335  1 .5250931E+07   1922000E+01  .1539E+06  .2764E+06   .9991149  .0086655  .0411624
T  336  1 .4675602E+07   1922000E+01  .9425E+06  .5617E+06   .9984162  .0484591  .0285808
T  337  1 .5254128E+07   1922000E+01  .2001E+06 -.6007E+06   .9983388 -.0013272 -.0576013
T  338  1 .4825000E+07   1922000E+01 -.6754E+05  .3182E+05   .9996649  .0245987 -.0080579
T  339  1 .5037601E+07   1922000E+01  .1193E+06 -.6021E+06   .9990331  .0280433 -.0338593
T  340  1 .5851185E+07   1922000E+01 -.8007E+05 -.1284E+07   .9903063 -.0087147 -.1386271
T  341  1 .4621365E+07   1922000E+01  .3229E+06  .4431E+05   .9989613  .0339359  .0304084
T  342  1 .5233335E+07   1922000E+01 -.2829E+06 -.1981E+06   .9996669 -.0258045  .0004234
T  343  1 .5290231E+07   1922000E+01 -.1679E+06 -.5775E+06   .9947113 -.0107254 -.1021492
T  344  1 .4784033E+07   1922000E+01 -.3395E+06  .9384E+05   .9978807 -.0642676  .0101878
T  345  1 .4815342E+07   1922000E+01  .6185E+05 -.4909E+05   .9991531  .0396388 -.0110402
T  346  1 .5129539E+07   1922000E+01  .3268E+06 -.6576E+05   .9966033  .0673534 -.0473857
T  347  1 .5803348E+07   1922000E+01  .9475E+05 -.1119E+06   .9995261  .0295870 -.0084997
T  348  1 .4587187E+07   1922000E+01  .2742E+06  .2720E+06   .9973949  .0500545  .0519424
T  349  1 .5654656E+07   1922000E+01  .2407E+06 -.1061E+06   .9991606  .0361346 -.0192949
T  350  1 .4839195E+07   1922000E+01  .5721E+05 -.9813E+06   .9901256  .0081441 -.1399460
T  351  1 .4289344E+07   1922000E+01 -.1082E+06 -.1140E+06   .9993061 -.0346797  .0135848
T  352  1 .4703906E+07   1922000E+01 -.2394E+06 -.1023E+06   .9995957  .0077458  .0273563
T  353  1 .4418863E+07   1922000E+01  .4833E+05  .2862E+04   .9998675  .0038748  .0158095
T  354  1 .5906705E+07   1922000E+01 -.1446E+06  .5941E+06   .9999835 -.0010207  .0056559
T  355  1 .5376880E+07   1922000E+01 -.5412E+05 -.4541E+06   .9997266 -.0104409 -.0209216
T  356  1 .5003790E+07   1922000E+01  .2426E+06 -.4339E+05   .9994087  .0322426  .0119431
T  357  1 .4158604E+07   1922000E+01  .3052E+06 -.4919E+06   .9961247  .0697626 -.0535604
T  358  1 .4642806E+07   1922000E+01  .6003E+06  .8660E+05   .9958258  .0910129  .0069000
T  359  1 .5879885E+07   1922000E+01 -.2224E+06 -.1085E+06   .9999438 -.0082550  .0066551
T  360  1 .5090091E+07   1922000E+01  .3441E+05  .1113E+05   .9999120  .0039786  .0126570
T  361  1 .5540911E+07   1922000E+01  .2709E+06  .1363E+06   .9996710 -.0060904  .0249177
T  362  1 .4469290E+07   1922000E+01  .3241E+06 -.3178E+06   .9994902  .0189122 -.0257245
T  363  1 .4707292E+07   1922000E+01 -.2431E+05  .1936E+06   .9974966 -.0485349  .0514295
T  364  1 .4946285E+07   1922000E+01 -.3859E+06 -.2165E+06   .9982665 -.0586872  .0044434
T  365  1 .4829892E+07   1922000E+01  .2587E+06 -.2214E+06   .9980128  .0138625 -.0614681
T  366  1 .4629356E+07   1922000E+01 -.2172E+06 -.1833E+06   .9984164  .0063807 -.0558928
T  367  1 .4891060E+07   1922000E+01  .2768E+06 -.3105E+06   .9978467  .0519129 -.0400868
T  368  1 .4617991E+07   1922000E+01  .3364E+05  .2397E+05   .9994035 -.0261814 -.0225203
T  369  1 .5322464E+07   1922000E+01  .2605E+06  .3339E+05   .9994882  .0318573 -.0029176
T  370  1 .5404803E+07   1922000E+01  .2135E+05 -.2607E+06   .9981047 -.0385658 -.0479559
T  371  1 .5630634E+07   1922000E+01  .1552E+05 -.2442E+06   .9974072  .0270275 -.0666960
T  372  1 .5585319E+07   1922000E+01 -.2472E+04 -.1100E+06   .9998998 -.0127338 -.0061798
T  373  1 .5720104E+07   1922000E+01 -.1099E+06  .1798E+06   .9992804 -.0376421  .0046601
T  374  1 .5285909E+07   1922000E+01  .1226E+05 -.4200E+05   .9997945 -.0000467 -.0202711
T  375  1 .4955258E+07   1922000E+01 -.3478E+06  .1028E+06   .9984396  .0258239  .0495128
T  376  1 .4755284E+07   1922000E+01  .2088E+06  .8786E+05   .9999687 -.0056174  .0055782
T  377  1 .4543586E+07   1922000E+01 -.3472E+06 -.3413E+06   .9947020 -.0784911 -.0663863
T  378  1 .4643120E+07   1922000E+01  .1610E+06  .1016E+06   .9987120  .0492494 -.0122012
T  379  1 .5431500E+07   1922000E+01 -.4966E+06 -.6927E+06   .9908120 -.1277189 -.0444903
T  380  1 .4671496E+07   1922000E+01 -.4919E+05 -.2783E+06   .9999802  .0062891 -.0000678
T  381  1 .5639907E+07   1922000E+01 -.1233E+06 -.4085E+06   .9990867 -.0089814 -.0417733
T  382  1 .5699919E+07   1922000E+01 -.5477E+05 -.2340E+05   .9997068 -.0231997  .0069382
T  383  1 .5341913E+07   1922000E+01  .6355E+04  .1381E+06   .9991892 -.0368613 -.0161908
T  384  1 .5167493E+07   1922000E+01 -.3712E+06  .1688E+06   .9989330 -.0419919  .0192228
T  385  1 .3685019E+07   1922000E+01 -.8858E+06  .3706E+06   .9734104 -.2168214  .0738967
T  386  1 .5004300E+07   1922000E+01  .1329E+06  .1951E+06   .9995824  .0128428 -.0258861
T  387  1 .5573684E+07   1922000E+01  .1973E+06 -.5065E+06   .9954476 -.0285707 -.0909274
T  388  1 .4738304E+07   1922000E+01  .4413E+06  .7741E+05   .9981652  .0596903  .0101609
T  389  1 .4514024E+07   1922000E+01 -.3139E+06 -.6698E+05   .9979210 -.0644145  .0021142
T  390  1 .4277993E+07   1922000E+01  .4426E+06 -.3726E+06   .9958959  .0779978 -.0459099
T  391  1 .4610284E+07   1922000E+01  .1526E+07  .1303E+07   .9871477  .1153001  .1106586
T  392  1 .4864299E+07   1922000E+01 -.5913E+05  .1488E+06   .9980461  .0042742  .0623352
T  393  1 .5180775E+07   1922000E+01 -.6214E+05  .8487E+06   .9976878  .0034792  .0678745
T  394  1 .5145101E+07   1922000E+01  .6738E+06 -.4909E+05   .9961592  .0875542 -.0010565
T  395  1 .4483577E+07   1922000E+01 -.1095E+06  .1662E+06   .9998634 -.0002507  .0165248
T  396  1 .5514881E+07   1922000E+01 -.8486E+05 -.3157E+06   .9980685  .0007732 -.0621189
T  397  1 .4398401E+07   1922000E+01 -.1123E+07 -.1780E+06   .9965042 -.0822356  .0147217
T  398  1 .5021608E+07   1922000E+01 -.1921E+06 -.2723E+06   .9972703 -.0538013 -.0505704
T  399  1 .5422017E+07   1922000E+01  .2632E+06  .2805E+06   .9988758  .0306566  .0361557
T  400  1 .5097734E+07   1922000E+01  .1103E+06  .3039E+06   .9994580  .0068822  .0321934
T  401  1 .5255457E+07   1922000E+01  .7067E+04 -.3068E+05   .9987943  .0447670 -.0201467
T  402  1 .4655173E+07   1922000E+01  .7890E+06  .3150E+06   .9970630  .0761400 -.0082549
T  403  1 .5097967E+07   1922000E+01 -.4426E+05 -.2071E+05   .9992197 -.0269840 -.0288429
T  404  1 .5557076E+07   1922000E+01  .3679E+06 -.4210E+06   .9980474  .0422490 -.0460035
T  405  1 .5196685E+07   1922000E+01  .3740E+06 -.7032E+06   .9960055  .0552793 -.0701237
T  406  1 .4463000E+07   1922000E+01 -.1765E+06 -.1771E+06   .9993743 -.0123584  .0331400
T  407  1 .4838576E+07   1922000E+01  .4832E+06 -.1994E+06   .9978939  .0637444  .0120203
T  408  1 .4385605E+07   1922000E+01 -.3048E+06  .2831E+06   .9999766  .0066773  .0014823
T  410  1 .5346442E+07   1922000E+01 -.6980E+06  .1759E+06   .9989322 -.0449807  .0105405
T  411  1 .5705421E+07   1922000E+01  .4203E+05  .1413E+06   .9995577  .0196353  .0223354
T  412  1 .4779920E+07   1922000E+01  .1340E+06 -.3845E+06   .9989667 -.0060852 -.0450386
T  413  1 .4547913E+07   1922000E+01 -.5128E+06 -.4653E+06   .9975550 -.0592957 -.0369882
T  414  1 .4953466E+07   1922000E+01  .3799E+06 -.1980E+06   .9961159  .0501345 -.0723851
T  415  1 .5328676E+07   1922000E+01 -.6989E+06 -.6377E+05   .9819352 -.1891817  .0036854
T  416  1 .5947110E+07   1922000E+01  .1280E+05  .2168E+05   .9997494 -.0068533 -.0213115
T  417  1 .5496939E+07   1922000E+01  .4803E+05 -.1804E+06   .9990832  .0043656 -.0425871
T  418  1 .5322407E+07   1922000E+01 -.2340E+06 -.5606E+05   .9988534 -.0201974  .0434045
T  419  1 .5313097E+07   1922000E+01  .1153E+06 -.5438E+06   .9960642 -.0885351 -.0042034
T  420  1 .5230701E+07   1922000E+01  .1559E+06  .1743E+06   .9996852  .0215556  .0128375
T  421  1 .5037393E+07   1922000E+01  .6036E+05  .6309E+05   .9996991  .0190479  .0154556
T  422  1 .4903640E+07   1922000E+01 -.1231E+06  .6804E+06   .9972232  .0018344  .0744479
T  423  1 .5405167E+07   1922000E+01 -.2302E+06  .9072E+05   .9996143  .0264780  .0083802
T  424  1 .5528202E+07   1922000E+01 -.3172E+06  .2587E+06   .9986734 -.0290935  .0424860
T  425  1 .4527168E+07   1922000E+01 -.2910E+05  .1960E+05   .9989715  .0140367  .0431152
T  426  1 .5739186E+07   1922000E+01  .2072E+05  .1178E+06   .9997923  .0114860  .0168345
T  427  1 .5175107E+07   1922000E+01 -.1016E+05 -.9327E+05   .9999771  .0053018 -.0042088
T  428  1 .5213630E+07   1922000E+01  .4929E+05 -.4067E+05   .9996513  .0169086 -.0202813
T  429  1 .5206074E+07   1922000E+01  .4311E+06 -.6747E+06   .9868275  .0813574 -.1398304
T  430  1 .5088391E+07   1922000E+01  .8349E+06 -.8125E+05   .9987389  .0471579 -.0172266
T  431  1 .4709834E+07   1922000E+01  .6695E+06 -.9398E+06   .9999198  .0096342 -.0082231
T  432  1 .5698712E+07   1922000E+01  .1034E+06 -.2580E+06   .9995328  .0159758 -.0260549
T  433  1 .5126234E+07   1922000E+01 -.2042E+06 -.2536E+06   .9994853 -.0192311 -.0256764
T  434  1 .4870716E+07   1922000E+01  .8403E+06  .3654E+04   .9964133  .0813785  .0231966
T  435  1 .5098153E+07   1922000E+01  .1621E+06  .4438E+06   .9986006 -.0049021  .0526579
T  436  1 .4526379E+07   1922000E+01  .4585E+06  .8617E+06   .9922872  .1036134  .0680466
T  437  1 .4875282E+07   1922000E+01 -.3247E+06  .4457E+05   .9945036 -.1041527  .0107135
T  438  1 .5329288E+07   1922000E+01 -.3149E+05  .1634E+06   .9978769  .0538789 -.0365893
T  439  1 .4724625E+07   1922000E+01  .5572E+05 -.3435E+06   .9998037  .0195413 -.0032609
T  440  1 .5383311E+07   1922000E+01 -.2291E+06 -.3910E+05   .9996335 -.0034216 -.0268527
T  441  1 .5191965E+07   1922000E+01 -.3544E+06 -.6294E+06   .9911463  .0347771 -.1281389
T  442  1 .4460787E+07   1922000E+01 -.1198E+07 -.9267E+06   .9907805 -.0881185 -.1029040
T  443  1 .5210060E+07   1922000E+01 -.2651E+06  .2051E+06   .9991098  .0051254  .0418738
T  444  1 .5606426E+07   1922000E+01  .2861E+06 -.3465E+06   .9999708 -.0055923 -.0052140
T  445  1 .4705212E+07   1922000E+01  .2999E+06 -.3236E+06   .9994853  .0200416 -.0250513
T  446  1 .4974515E+07   1922000E+01 -.2662E+06  .6688E+06   .9990259 -.0372167  .0237117
T  447  1 .5687161E+07   1922000E+01  .9846E+05 -.3197E+06   .9954834  .0606402 -.0730450
T  448  1 .4648444E+07   1922000E+01  .2157E+06  .1294E+06   .9952536  .0411248  .0881989
T  449  1 .3883525E+07   1922000E+01 -.2204E+07  .2735E+06   .9751269 -.2177461 -.0414021
T  450  1 .5030731E+07   1922000E+01 -.2126E+06  .2670E+06   .9980104 -.0481716 -.0406779
T  451  1 .4779605E+07   1922000E+01 -.1009E+06  .1155E+06   .9997261 -.0076078  .0221335
T  452  1 .5780343E+07   1922000E+01 -.5049E+05 -.2811E+06   .9999522 -.0084082  .0049834
T  453  1 .4981720E+07   1922000E+01 -.1093E+06 -.4485E+05   .9999367  .0059560 -.0095490
T  454  1 .4562829E+07   1922000E+01  .1180E+06 -.5894E+05   .9974451  .0253704 -.0667797
T  455  1 .4976316E+07   1922000E+01  .1106E+06  .2340E+06   .9955103 -.0793826  .0515517
T  456  1 .5005078E+07   1922000E+01 -.1229E+06 -.1360E+06   .9995949 -.0089321 -.0270232
T  457  1 .4594293E+07   1922000E+01 -.7760E+05  .1074E+06   .9998181 -.0030567  .0188246
T  458  1 .5452882E+07   1922000E+01 -.7931E+05 -.3770E+06   .9984963  .0312622 -.0450314
T  459  1 .4285114E+07   1922000E+01 -.3488E+06  .3712E+06   .9995313 -.0152597  .0265409
T  460  1 .4958973E+07   1922000E+01 -.1620E+06  .1071E+06   .9998633 -.0009023  .0165091
T  461  1 .5149510E+07   1922000E+01 -.1253E+05  .2382E+06   .9994605  .0001644  .0328425
T  462  1 .5702535E+07   1922000E+01 -.1762E+06  .8306E+06   .9973814 -.0109618  .0714856
T  463  1 .5119286E+07   1922000E+01  .1337E+06  .1605E+06   .9998070  .0022528  .0195181
T  464  1 .5391473E+07   1922000E+01 -.5857E+05 -.2781E+06   .9990852  .0184636 -.0385716
T  465  1 .4650621E+07   1922000E+01  .2293E+06 -.3073E+06   .9999680 -.0034080 -.0072368
T  466  1 .5082234E+07   1922000E+01 -.3431E+06  .1400E+05   .9981080 -.0499876 -.0357998
T  467  1 .5058039E+07   1922000E+01  .2652E+05 -.8118E+05   .9990385  .0275961 -.0340657
T  468  1 .5970522E+07   1922000E+01  .1350E+06  .1590E+06   .9990432  .0101817  .0425324
T  469  1 .5397593E+07   1922000E+01  .8340E+05  .1508E+06   .9998582 -.0025124  .0166495
T  470  1 .5825333E+07   1922000E+01  .1023E+06 -.1162E+07   .9975815 -.0180696 -.0671171
T  471  1 .5271470E+07   1922000E+01 -.2325E+06 -.1794E+06   .9996079 -.0263033  .0096014
T  472  1 .5199408E+07   1922000E+01 -.7003E+06 -.2926E+06   .9979173 -.0644906  .0014021
T  473  1 .5006912E+07   1922000E+01  .6905E+05 -.2728E+06   .9966095 -.0243297 -.0785969
T  474  1 .4728204E+07   1922000E+01 -.1203E+06  .1641E+05   .9998533 -.0162024 -.0055519
T  475  1 .4893753E+07   1922000E+01 -.2382E+06  .8786E+05   .9991092 -.0420994 -.0029108
T  476  1 .5179030E+07   1922000E+01  .1768E+06 -.2239E+06   .9992758  .0215285 -.0313741
T  477  1 .4762570E+07   1922000E+01 -.1370E+06 -.6026E+06   .9999404  .0002279  .0109138
T  478  1 .4752082E+07   1922000E+01 -.1935E+06  .3177E+06   .9988936 -.0142141  .0448278
T  479  1 .5592242E+07   1922000E+01  .1497E+05  .2838E+06   .9985691  .0515528  .0142137
T  480  1 .4777406E+07   1922000E+01  .2536E+06 -.3653E+06   .9949839  .0692862 -.0721553
T  481  1 .4410738E+07   1922000E+01  .4203E+06 -.9927E+05   .9989451  .0453971 -.0069151
T  482  1 .5325527E+07   1922000E+01  .2643E+06 -.6454E+06   .9981194 -.0108005 -.0603414
T  483  1 .5389165E+07   1922000E+01 -.2990E+06 -.2598E+05   .9996487  .0140331 -.0224828
T  484  1 .4984274E+07   1922000E+01 -.1974E+06 -.1311E+05   .9999189  .0117779 -.0048399
